gene1_name,gene2_name,cell_line,label
BCL2L10,MCL1,A549,0
CDH1,TP53,A549,0
BRCA1,MCL1,A549,0
ENO1,GOT2,A549,0
BRCA2,SMO,A549,0
TRIM38,TRIM6,A549,0
KIT,PBRM1,A549,0
KMT2D,MET,A549,0
LDHB,PFKM,A549,0
FBP2,RPE,A549,0
HNRNPAB,HNRNPDL,A549,0
BAD,BID,A549,0
DLAT,PDHX,A549,0
PDGFRA,SMARCB1,A549,0
LDHAL6B,PDHA2,A549,0
H6PD,RPIA,A549,0
BTK,PIK3CA,A549,0
HDAC6,MAP2K1,A549,0
CDK9,SMO,A549,0
ATM,CDH1,A549,0
KCNB2,KCNS1,A549,0
CDH1,MAP2K1,A549,0
FLT3,MAP2K1,A549,0
FBP2,MDH2,A549,0
ARID2,RRM2,A549,0
ADA,MAP3K1,A549,1
ADA,FGFR2,A549,0
CDK9,MET,A549,0
CDK4,IGF1R,A549,0
KCNN3,KCNN4,A549,0
MLH1,NF1,A549,0
EGFR,NF1,A549,0
MET,PIK3CA,A549,0
KCNA7,KCND3,A549,0
KDM6A,RUNX1,A549,0
ARID1A,CDKN1B,A549,0
CDK9,PIK3R1,A549,0
PLCB2,PLCB4,A549,0
CCL24,CCL8,A549,0
BRCA2,CHEK1,A549,0
ATM,ERBB2,A549,1
ALDOC,PGD,A549,0
GOT1,RPE,A549,0
ALDOB,PDHB,A549,0
ERBB2,RRM2,A549,1
RUNX1,VHL,A549,0
JAK2,MLH1,A549,0
ERBB2,MLH1,A549,1
BCL2L12,HRK,A549,0
FGFR3,SETD2,A549,0
MTOR,VHL,A549,1
KDM6A,SETD2,A549,0
ALDOA,DLD,A549,0
JAK2,PIK3CA,A549,0
AKT1,SRC,A549,0
PGLS,RPIA,A549,0
ADA,PTEN,A549,0
HK2,PDHX,A549,0
CHEK1,MAPK3,A549,0
HK2,TPI1,A549,0
BAD,BCL2L11,A549,0
EGFR,SETD2,A549,0
PSMB11,PSMB5,A549,0
ATM,VHL,A549,0
ALDOA,PDHA2,A549,0
BRCA2,UBB,A549,0
GAPDHS,PKLR,A549,0
HDAC10,HDAC6,A549,0
DHFR,MLH1,A549,0
CDK6,SRC,A549,0
AK1,CMPK1,A549,0
SMO,WEE1,A549,0
HDAC6,RB1,A549,0
BRAF,MSH6,A549,0
EGFR,RUNX1,A549,0
PBRM1,PTEN,A549,0
KCNA1,KCNA7,A549,0
FBP1,PDHX,A549,0
CDK4,MLH1,A549,0
IGF1R,RB1,A549,0
AKT2,MAP2K2,A549,0
ATM,VEGFA,A549,0
DLAT,TKT,A549,0
DLAT,LDHC,A549,0
MCL1,UBB,A549,0
GATA3,PARP1,A549,0
KIT,MLH1,A549,0
KDM6A,SMAD4,A549,1
FBP1,HK2,A549,0
ME2,PKLR,A549,0
PFKM,PGLS,A549,0
CHEK1,MSH6,A549,0
ALDOC,HK2,A549,0
MAPK1,PARP2,A549,0
ABL1,NF1,A549,0
AKT2,BRCA2,A549,0
KDM6A,SMO,A549,0
PGAM1,PGK2,A549,0
ADA,RB1,A549,0
RRM2,SMO,A549,0
KMT2D,RPS6KB1,A549,0
ERBB2,JAK2,A549,0
BCL2L1,BCL2L2,A549,0
DHFR,JAK2,A549,0
KCNG3,KCNS1,A549,0
HDAC1,MTOR,A549,1
GAPDH,PDHX,A549,0
ENO2,LDHC,A549,0
ATP2B2,ATP2B4,A549,0
ALDOB,DLAT,A549,0
ALK,PARP1,A549,0
BRAF,CDKN1B,A549,0
G6PD,MDH2,A549,0
NAPA,NAPB,A549,0
CDH1,IGF1R,A549,0
FBP1,GAPDHS,A549,0
KCNA1,KCNA3,A549,0
PDGFRA,PRKDC,A549,0
BRD4,PDGFRA,A549,0
EGFR,KDM6A,A549,0
MAPK3,PARP1,A549,0
ARID1A,SETD2,A549,0
CDKN2A,MLH1,A549,0
PGK1,PKLR,A549,0
DAPK1,DAPK2,A549,0
BRAF,MET,A549,0
BTK,PRKDC,A549,0
BCL2A1,CHEK1,A549,0
ERBB2,SMO,A549,0
CASP8,TP53,A549,0
KIT,SMAD4,A549,1
ADA,HSP90AA1,A549,0
BTK,IGF1R,A549,1
CASP8,PBRM1,A549,0
DLD,FBP2,A549,0
ARID1A,FLT3,A549,0
BRD4,CHEK2,A549,0
ADA,CHEK2,A549,0
ME2,PGAM2,A549,0
HK2,PGK2,A549,0
BTK,EGFR,A549,1
BRAF,VHL,A549,0
KDM6A,VEGFA,A549,0
MAP2K1,PBRM1,A549,0
CDK4,KMT2D,A549,0
DLAT,MDH1,A549,0
PGAM1,PGAM2,A549,0
ABL1,MAP2K1,A549,0
FBP1,FBP2,A549,0
FBP1,PDHA1,A549,0
RPS6KB1,TP53,A549,0
H6PD,TPI1,A549,0
RRM2,SRC,A549,0
HDAC6,RUNX1,A549,0
PGK2,RPIA,A549,0
RRM2,SETD2,A549,0
ENO2,GOT2,A549,0
DLD,PDHX,A549,0
FNTA,MSH6,A549,0
DLD,GAPDH,A549,0
UBE2D3,UBE2D4,A549,0
CDK9,PBRM1,A549,0
MTOR,RUNX1,A549,0
FGFR2,SMARCA4,A549,0
PPIL1,PPWD1,A549,0
MET,ROR1,A549,0
MARK3,SIK3,A549,0
GATA3,HDAC6,A549,0
CDKN1B,WEE1,A549,0
PIK3R1,RUNX1,A549,0
APC,FGFR3,A549,0
GATA3,TYMS,A549,0
CHEK1,PIK3CA,A549,0
MET,PIK3R1,A549,0
MDH1,PGK1,A549,0
AKT1,PIK3CA,A549,0
PARP1,RB1,A549,0
HSP90AA1,SMARCB1,A549,0
SENP3,SENP5,A549,0
KMT2D,TYMS,A549,0
HK2,HK3,A549,0
FNTA,SRC,A549,0
ARID2,PARP1,A549,0
GAPDH,TKT,A549,0
AKT1,FGFR2,A549,0
AURKA,AURKC,A549,0
GAPDHS,PDHA1,A549,0
HK2,TKT,A549,0
GAPDHS,ME1,A549,0
LDHAL6B,PFKP,A549,0
PTEN,RRM2,A549,0
KCNB2,KCNG4,A549,0
KCNS1,KCNV2,A549,0
MCL1,MTOR,A549,0
BRCA2,WEE1,A549,0
MAPK3,UBB,A549,0
CDKN1B,TSC1,A549,0
BCL2,EGFR,A549,0
ARID1A,SRC,A549,0
CDC42,RAC1,A549,0
BCL2,SRC,A549,0
KMT2D,TSC1,A549,0
BUB3,RAE1,A549,0
PDHA1,PFKP,A549,0
BCL2L11,BMF,A549,0
MAP2K1,RPS6KB1,A549,0
PIK3CA,SETD2,A549,0
MAPK1,MCL1,A549,0
MAP3K10,MAP3K11,A549,0
PIK3R1,WEE1,A549,0
ENO2,RPIA,A549,0
MTHFD1,MTHFD2,A549,0
MAP3K1,PIK3R1,A549,0
ADA,ARID1A,A549,0
BRAF,RRM2,A549,0
DLD,LDHA,A549,0
H6PD,HK1,A549,0
PARP1,RUNX1,A549,0
ALK,MTOR,A549,0
TGFB1,TGFB2,A549,0
CDK9,VHL,A549,0
ARID2,PDGFRA,A549,0
MSH6,NF1,A549,0
AKT1,BCL2,A549,0
BRCA2,FGFR3,A549,0
CHEK2,SMARCB1,A549,0
PFKL,PGLS,A549,0
ERBB2,PTEN,A549,0
FNTA,NF1,A549,0
ENO1,GOT1,A549,0
DAPK1,DAPK3,A549,0
PGC,REN,A549,0
GATA3,KIT,A549,0
DAPK3,STK17B,A549,0
PGAM1,PGD,A549,0
CDH1,RRM2,A549,0
BAD,BCL2L12,A549,0
AKT1,RPS6KB1,A549,0
MET,PRKDC,A549,0
KCND1,KCND2,A549,0
SMAD4,TYMS,A549,0
G6PD,GOT2,A549,0
CDH1,CDK4,A549,0
ATM,HDAC1,A549,0
BCL2L12,PMAIP1,A549,0
CDKN1B,VHL,A549,0
YWHAH,YWHAZ,A549,0
AURKA,AURKB,A549,0
HDAC1,HSP90AA1,A549,0
FGFR3,PRKDC,A549,0
WDR45,WDR45B,A549,0
ALDOB,RPE,A549,0
CHEK2,ERBB2,A549,0
AKT1,CHEK1,A549,0
ARID2,TP53,A549,1
CDK6,DHFR,A549,0
MET,SMAD4,A549,0
AKT1,SGK1,A549,0
APC,MET,A549,0
KCNB1,KCNS3,A549,0
LDHC,MDH1,A549,0
APC,KIT,A549,1
ADAMTS14,ADAMTS3,A549,0
PIK3R1,TP53,A549,0
BAK1,BCL2L14,A549,0
ATP6V1G1,ATP6V1G2,A549,0
MAP2K2,MAPK3,A549,0
MDH1,ME1,A549,0
AKT1,ARID1A,A549,0
AFG3L2,SPG7,A549,0
TKT,TKTL1,A549,0
PBRM1,SMARCA4,A549,0
FNTA,JAK2,A549,0
ENO3,TPI1,A549,0
ME1,TKT,A549,0
CDH1,RUNX1,A549,0
CDH1,PIK3R1,A549,0
ALK,SRC,A549,0
ATP2B1,ATP2B4,A549,0
ARID2,CASP8,A549,0
CTSF,CTSK,A549,0
IGF1R,TSC1,A549,0
GAPDHS,PKM,A549,0
FBP1,PDHA2,A549,0
ENO3,LDHA,A549,0
ARID1A,PIK3R1,A549,0
AKT1,KIT,A549,0
AKT1,PDGFRA,A549,0
AKT1,MCL1,A549,0
PDGFRA,VHL,A549,0
BRCA2,JAK2,A549,0
BBC3,BCL2L12,A549,0
IGF1R,PRKDC,A549,0
LDHB,PGK2,A549,0
PPIH,PPIL2,A549,0
FBP2,PFKL,A549,0
HK2,PKLR,A549,0
CDKN1B,TP53,A549,0
PDHA2,PGK2,A549,0
BCL2L1,WEE1,A549,0
ADA,MAP2K1,A549,0
ABL1,CDH1,A549,0
BCL2L10,BCL2L2,A549,0
ATP2B2,ATP2B3,A549,0
MLH1,PTEN,A549,0
AURKB,AURKC,A549,0
FGFR3,FLT3,A549,0
PIP5K1B,PIP5K1C,A549,0
ENO2,PDHA2,A549,0
ALDOC,PDHA2,A549,0
LDHAL6B,TKT,A549,0
CASP8,FNTA,A549,0
PDHX,PKLR,A549,0
APC,PRKDC,A549,0
KDM6A,RB1,A549,0
AK3,AK4,A549,0
BCL2,VHL,A549,0
HSP90AA1,VHL,A549,1
SMARCB1,WEE1,A549,0
F7,F9,A549,0
CFL1,DSTN,A549,0
KCNG4,KCNV1,A549,0
CDK4,SRC,A549,0
PGAM1,PGAM4,A549,0
ALDOC,PKM,A549,0
ALDOC,PFKP,A549,0
MAP2K1,MSH6,A549,0
AKT2,BCL2L10,A549,0
APC,ATM,A549,1
ATM,IGF1R,A549,0
BCL2L2,BRCA1,A549,0
ENO2,ME1,A549,0
CDK6,TP53,A549,0
CHEK1,WEE1,A549,0
BCL2L14,BOK,A549,0
BCL2L10,PARP1,A549,0
CDC25A,CDC25C,A549,0
ALDOB,LDHA,A549,0
FBP1,RPIA,A549,0
LDHC,PFKL,A549,0
ME2,PDHA2,A549,0
ME1,PGK2,A549,0
FGFR2,MLH1,A549,0
LDHC,TPI1,A549,0
RPL36A,RPL36AL,A549,0
DLAT,ENO2,A549,0
PIK3R1,TYMS,A549,0
CDH1,MAP3K1,A549,1
GAPDHS,PGK2,A549,0
ENO2,H6PD,A549,0
GOT1,PGD,A549,0
FLT3,ROR1,A549,0
LDHC,ME1,A549,0
HDAC1,HDAC3,A549,0
BRAF,CDK9,A549,0
CDH1,CHEK1,A549,0
ARID1A,PIK3CA,A549,0
PRKDC,RB1,A549,0
HK2,LDHAL6B,A549,0
PGAM1,TPI1,A549,0
ADA,BTK,A549,1
BCL2,ERBB2,A549,0
CCL7,CCL8,A549,0
ABL1,KMT2D,A549,0
BRAF,IGF1R,A549,0
PRKDC,TP53,A549,0
ENO1,LDHB,A549,0
BCL2,CHEK2,A549,0
PDHX,TPI1,A549,0
CDK9,WEE1,A549,0
CLCN6,CLCN7,A549,0
ARID2,HDAC1,A549,0
BRD4,GATA3,A549,0
HK3,PDHA2,A549,0
LRP1B,LRP6,A549,0
GOT2,PDHB,A549,0
ABR,BCR,A549,0
BNIP3,HRK,A549,0
CDK9,RUNX1,A549,0
G6PD,PGAM1,A549,0
DNM1,DNM3,A549,0
DLD,TALDO1,A549,0
KCNB2,KCNS3,A549,0
CDK1,CDK4,A549,0
SMARCA4,SMO,A549,0
CDH1,CDKN1B,A549,0
MAP2K1,PIK3R1,A549,0
ARID1A,PDGFRA,A549,0
BRD4,CASP8,A549,0
BRAF,JAK2,A549,0
ARID1A,HDAC1,A549,0
DDX17,DDX5,A549,0
MTOR,TP53,A549,0
LDHC,RPIA,A549,0
BCL2,PIK3CA,A549,0
ALK,ARID2,A549,0
MAPK3,WEE1,A549,0
ABL1,KDM6A,A549,0
H6PD,LDHC,A549,0
ALK,FGFR2,A549,0
ATM,MSH6,A549,0
RUNX1,SMARCB1,A549,0
LDHA,PGLS,A549,0
CDK9,MAP2K1,A549,0
BTK,WEE1,A549,1
LDHC,PKLR,A549,0
ENO2,TPI1,A549,0
LDHA,RPIA,A549,0
ABL1,FGFR2,A549,0
BTK,VHL,A549,0
CDKN1B,PTEN,A549,0
BRAF,PIK3CA,A549,0
CDK9,GATA3,A549,0
CDH1,SRC,A549,0
ATP12A,ATP1A3,A549,0
CDC25B,CDC25C,A549,0
ABL1,VEGFA,A549,0
LDHB,UEVLD,A549,0
APC,KDM6A,A549,1
CALM3,TNNC2,A549,0
TP53,VHL,A549,0
FGFR2,PDGFRA,A549,0
FBP1,LDHAL6B,A549,0
EPHA4,EPHA7,A549,0
CTSG,GZMA,A549,0
ALK,MAP2K1,A549,0
DLAT,FBP1,A549,0
ATM,HSP90AA1,A549,0
CASP3,CASP6,A549,0
KCNS3,KCNV2,A549,0
ENO2,G6PD,A549,0
CLK1,CLK3,A549,0
FLT3,PTEN,A549,0
ALDOC,TPI1,A549,0
FGFR3,PBRM1,A549,0
BIK,PMAIP1,A549,0
FBP1,MDH2,A549,0
EGFR,SRC,A549,0
BID,BNIP3L,A549,0
CHEK1,MET,A549,0
CCL3,CCL3L3,A549,0
FGFR3,MTOR,A549,0
PPP1R13B,TP53BP2,A549,0
CTSF,CTSV,A549,0
TBL1X,TBL1XR1,A549,0
CHEK1,PTEN,A549,0
FGFR2,MAP3K1,A549,0
PBRM1,SETD2,A549,0
BCL2A1,BRCA2,A549,0
HDAC1,HDAC2,A549,0
ARID2,HDAC6,A549,0
LDHAL6B,PGK1,A549,0
ENO3,PFKL,A549,0
GOT2,MDH2,A549,0
CDK9,PIK3CA,A549,0
ALDOA,PDHX,A549,0
PTEN,RPS6KB1,A549,0
ARID2,BTK,A549,0
BRAF,CASP8,A549,0
FGFR2,RB1,A549,0
RRM2,TYMS,A549,0
CDKN2A,DHFR,A549,0
AKT1,APC,A549,1
MAP2K1,SMO,A549,0
GOT2,LDHB,A549,0
MAP2K1,PARP1,A549,0
GOT2,TPI1,A549,0
FGFR2,KMT2D,A549,0
HSP90AA1,KIT,A549,0
PIK3CA,TSC1,A549,0
ERBB2,SETD2,A549,0
BRCA2,HSP90AA1,A549,0
ALK,KIT,A549,0
MAP3K1,PRKDC,A549,0
MET,NF1,A549,0
PGAM1,TKT,A549,0
CHEK2,PIK3CA,A549,0
ARID2,VEGFA,A549,0
ABL1,CDK4,A549,0
DLD,ENO2,A549,0
HDAC6,PBRM1,A549,0
MTHFD2,MTHFD2L,A549,0
ENO2,PKM,A549,0
PIK3CA,PTEN,A549,0
APC,MAP2K1,A549,0
NF1,TP53,A549,0
ALDOC,ME1,A549,0
HDAC6,PIK3R1,A549,0
PIK3CA,RUNX1,A549,0
H6PD,PFKM,A549,0
FBP1,G6PD,A549,0
BCL2,PRKDC,A549,0
KCNB2,KCNF1,A549,0
CDK6,RB1,A549,0
BTK,ROR1,A549,1
CDK4,CDK9,A549,0
ADA,CDK9,A549,0
EGFR,FNTA,A549,0
KIT,PIK3R1,A549,0
CDK6,MET,A549,0
ARID1A,ATM,A549,0
SETD2,TSC1,A549,0
MTOR,WEE1,A549,0
CDKN1B,MTOR,A549,0
BRAF,WEE1,A549,0
ABL1,RUNX1,A549,0
HK2,MDH2,A549,0
APC,RB1,A549,0
BNIP3,BNIP3L,A549,0
PIK3CA,ROR1,A549,0
ARID2,WEE1,A549,0
RPS6KB1,SMAD4,A549,0
EGFR,GATA3,A549,0
EPHA4,EPHA5,A549,0
GATA3,VHL,A549,0
FNTA,HDAC1,A549,0
CASP8,CDKN1B,A549,0
ADA,KIT,A549,0
BMF,BNIP3,A549,0
AKT1,SMO,A549,0
BRD4,FGFR3,A549,0
ALDOA,H6PD,A549,0
LDHB,TKT,A549,0
NF1,SMO,A549,0
CASP8,PTEN,A549,0
ADA,SETD2,A549,0
UBE2E1,UBE2E2,A549,0
MAPK12,MAPK8,A549,0
PRKDC,SMARCB1,A549,1
PLCB3,PLCB4,A549,0
MYBL1,MYBL2,A549,0
ALDOA,TALDO1,A549,0
PTEN,SMARCB1,A549,0
KCNA3,KCNA7,A549,0
UBE2N,UBE2NL,A549,0
APC,CHEK1,A549,0
ME1,PKLR,A549,0
BCL2L12,BID,A549,0
ALDOA,FBP2,A549,0
FBXO44,FBXO6,A549,0
APC,VHL,A549,0
FBP2,PGD,A549,0
GOT2,ME1,A549,0
FBP2,PGLS,A549,0
ALK,ATM,A549,0
AICDA,APOBEC3D,A549,0
PFKM,PKLR,A549,0
GZMA,GZMM,A549,0
ALDOA,RPIA,A549,0
CHEK1,MAP2K1,A549,0
GAPDHS,PGLS,A549,0
CDKN1B,MSH6,A549,0
BTK,PDGFRA,A549,0
BRAF,HDAC6,A549,0
SMO,TP53,A549,0
BRCA2,RUNX1,A549,0
PTEN,TSC1,A549,0
BAD,HRK,A549,0
AKT1,PARP2,A549,0
BRCA1,PARP1,A549,0
PIK3CA,PIK3CG,A549,0
BCL2,MTOR,A549,0
BRCA2,BTK,A549,1
AKT1,TP53,A549,0
FLT3,FNTA,A549,0
JAK2,SMO,A549,0
DLAT,PFKM,A549,0
AKT1,TSC1,A549,0
FLT3,MTOR,A549,1
ERBB2,PIK3R1,A549,0
ALDOC,MDH2,A549,0
ALDOC,ME2,A549,0
ALDOB,LDHC,A549,0
HDAC6,MLH1,A549,0
ATM,CASP8,A549,0
ADA,PIK3R1,A549,0
ROR1,SETD2,A549,0
LDHC,PDHA1,A549,0
GOT1,ME1,A549,0
ADAM12,ADAM9,A549,0
CDK9,SETD2,A549,0
ALK,FGFR3,A549,0
APC,KMT2D,A549,1
BID,BOK,A549,0
ACHE,BCHE,A549,0
RBX1,RNF7,A549,0
CDKN1B,FGFR3,A549,0
CDK4,NF1,A549,0
CDK6,MLH1,A549,0
PFKM,PGAM2,A549,0
LDHA,PDHA2,A549,0
KCNV1,KCNV2,A549,0
SRPK1,SRPK2,A549,0
CDKN2A,SMO,A549,0
ALK,ARID1A,A549,0
CDK4,WEE1,A549,0
MLH1,SETD2,A549,0
FLT3,PBRM1,A549,0
HDAC1,VEGFA,A549,0
BRD4,RUNX1,A549,0
BRD4,CDKN1B,A549,0
CALM2,TNNC2,A549,0
HSP90AA1,RRM2,A549,0
PFKM,TKT,A549,0
CDK4,KDM6A,A549,0
PFKP,TPI1,A549,0
CDK4,FGFR3,A549,0
KCNB1,KCNS1,A549,0
KCND1,KCND3,A549,0
ALDOA,G6PD,A549,0
ALDOA,PFKP,A549,0
EML1,EML4,A549,0
PGK1,PGK2,A549,0
FBP2,PKLR,A549,0
KIT,SMARCB1,A549,0
MAP3K1,MET,A549,1
MLH1,WEE1,A549,0
BRCA2,DHFR,A549,0
CDK4,MET,A549,0
ALDOB,PGLS,A549,0
FLT3,JAK2,A549,0
PFKP,PGK2,A549,0
BRD4,SMARCA4,A549,0
LDHC,PKM,A549,0
CHEK2,RRM2,A549,0
PFKL,PFKM,A549,0
ATAD3A,ATAD3B,A549,0
DLD,PGK2,A549,0
PDHA2,PDHB,A549,0
CDK6,RRM2,A549,0
CDK6,PIK3CA,A549,0
PARP1,SMARCB1,A549,0
CALM3,CALML5,A549,0
CDK9,PARP1,A549,0
PIK3CA,RPS6KB1,A549,0
TRIM21,TRIM38,A549,0
FNTA,KMT2D,A549,0
HSP90AA1,SMO,A549,0
CUL1,CUL2,A549,0
LDHAL6B,PKLR,A549,0
ABL1,JAK2,A549,0
HK1,TALDO1,A549,0
CDK6,PTEN,A549,0
GAPDH,TPI1,A549,0
BRCA2,RB1,A549,0
LDHA,ME2,A549,0
MAP2K1,PIK3CA,A549,0
NF1,ROR1,A549,0
G6PD,PGLS,A549,0
ARID2,MAP2K1,A549,0
CFD,CTSG,A549,0
BCL2,CDKN1B,A549,0
AURKB,PLK4,A549,0
ALDOA,ME1,A549,0
OBSCN,OBSL1,A549,0
ADA,FGFR3,A549,0
PDHB,PGLS,A549,0
RB1,SETD2,A549,0
BRAF,PBRM1,A549,0
ALDOB,ME1,A549,0
MCL1,PARP2,A549,0
ATM,TP53,A549,0
EGFR,MAP2K1,A549,0
ABL1,BRCA2,A549,0
DHFR,PIK3R1,A549,0
FBP2,PGAM1,A549,0
BCL2L10,UBC,A549,0
ATM,NF1,A549,0
PDGFRA,RUNX1,A549,0
LDHAL6B,RPIA,A549,0
ALDOA,PGD,A549,0
ARID2,BRAF,A549,1
ALK,SMO,A549,0
HK1,HK3,A549,0
BRAF,ERBB2,A549,1
HDAC6,SMARCB1,A549,0
RUNX1,TSC1,A549,0
SMARCB1,TSC1,A549,0
BCL2,BRAF,A549,0
FBP2,PKM,A549,0
LDHAL6B,MDH2,A549,0
CHEK2,VHL,A549,0
MAPK3,MTOR,A549,0
CDH1,SMARCA4,A549,0
GAPDH,PFKP,A549,0
H6PD,MDH1,A549,0
GAPDHS,PFKL,A549,0
UBE2D2,UBE2E3,A549,0
HK3,LDHA,A549,0
CDKN2A,RPS6KB1,A549,1
CDH1,WEE1,A549,0
KIT,WEE1,A549,0
PDHA2,PKM,A549,0
HK3,LDHAL6B,A549,0
ME2,RPE,A549,0
ALK,BRAF,A549,0
FGFR2,RRM2,A549,0
BCL2,MAPK1,A549,0
NF1,PARP1,A549,0
HK1,TPI1,A549,0
ALDOC,PFKM,A549,0
CASP8,SMAD4,A549,0
UBE2N,UBE2T,A549,0
CDK9,MAP3K1,A549,1
CHEK2,RB1,A549,0
FBP2,LDHC,A549,0
IGF1R,SMO,A549,0
ATM,MET,A549,0
PDGFRA,PIK3R1,A549,0
CDK4,SMARCA4,A549,0
AKT2,RPS6KB2,A549,0
GATA3,SMAD4,A549,0
BCL2L10,MAPK3,A549,0
BRAF,KDM6A,A549,0
HSP90AA1,PIK3R1,A549,0
ALK,BRD4,A549,0
GAPDHS,LDHAL6B,A549,0
MAPK1,MTOR,A549,0
LDHA,MDH1,A549,0
GAPDHS,HK1,A549,0
ME2,PFKL,A549,0
KIT,TP53,A549,0
G6PD,PDHA2,A549,0
GAPDHS,PGAM2,A549,0
ALDOA,MDH2,A549,0
KCNG3,KCNG4,A549,0
ME2,PDHA1,A549,0
DLD,PGD,A549,0
BRD4,CDH1,A549,0
BCL2,TSC1,A549,0
MAP2K1,MTOR,A549,0
PMPCB,UQCRC1,A549,0
CDK11A,CDK11B,A549,0
MDH2,PGAM2,A549,0
YWHAB,YWHAZ,A549,0
FBP2,LDHAL6B,A549,0
DHFR,MAP2K1,A549,0
EGFR,PTEN,A549,0
MAP3K1,PBRM1,A549,0
ATP1A3,ATP4A,A549,0
CASP8,MAP3K1,A549,0
KDM6A,PTEN,A549,0
CDK9,VEGFA,A549,0
FNTA,PIK3R1,A549,0
APC,TSC1,A549,1
NF1,PDGFRA,A549,0
CDH1,HDAC6,A549,0
ARID2,SETD2,A549,0
AKT1,UBC,A549,0
MAP3K1,TSC1,A549,1
CDKN1B,DHFR,A549,0
CHEK1,PARP1,A549,0
DLAT,PDHA2,A549,0
PGLS,TKT,A549,0
ALK,ERBB2,A549,0
APC,CASP8,A549,1
MTOR,PRKDC,A549,1
BRD4,ERBB2,A549,1
PIK3CA,VEGFA,A549,0
ARID1A,PARP1,A549,0
ARID1A,CDH1,A549,0
ADA,HDAC1,A549,0
G6PD,LDHAL6B,A549,0
ENO1,GAPDHS,A549,0
LDHAL6B,PGK2,A549,0
KCNB2,KCNG3,A549,0
MET,SMARCA4,A549,0
CDKN2A,SMARCA4,A549,0
GAPDH,GOT1,A549,0
APC,SMARCA4,A549,0
RRM2,TSC1,A549,0
MAP3K1,PTEN,A549,0
ME1,PGLS,A549,0
PTEN,SETD2,A549,0
ALDOA,PGK2,A549,0
CDK6,PDGFRA,A549,0
BRCA1,CHEK1,A549,0
ALDOC,PGK1,A549,0
BRCA2,MLH1,A549,0
BCL2,RPS6KB1,A549,0
KDM6A,TSC1,A549,0
PIK3CA,RRM2,A549,0
PGLS,RPE,A549,0
IGF1R,KMT2D,A549,0
DLAT,HK2,A549,0
ADA,DHFR,A549,0
BCL2A1,CHEK2,A549,0
SETD2,VEGFA,A549,0
GOT1,GOT2,A549,0
DTX1,DTX2,A549,0
BCL2,BRCA2,A549,0
KIT,VHL,A549,0
ARID2,PTEN,A549,0
ADA,HDAC6,A549,0
G6PD,PGK2,A549,0
CASP8,RB1,A549,0
EGFR,PIK3CA,A549,0
PADI1,PADI2,A549,0
CDK6,MAP3K1,A549,1
GOT1,PKM,A549,0
JAK2,VHL,A549,0
CDK6,HSP90AA1,A549,1
ALDOA,PKLR,A549,0
ERBB2,PRKDC,A549,0
ARID2,SMARCA4,A549,1
PIK3R1,TSC1,A549,0
PDHB,PGK1,A549,0
ERBB2,TYMS,A549,1
DTX1,DTX4,A549,0
ENO3,TKT,A549,0
ENO1,ENO3,A549,0
ALDOC,PKLR,A549,0
CDK9,MSH6,A549,0
KDM6A,ROR1,A549,0
ARID1A,TYMS,A549,0
ARID1A,MLH1,A549,0
HDAC6,VHL,A549,0
FGFR2,PRKDC,A549,0
ADAM12,ADAM15,A549,0
CDH1,PBRM1,A549,0
DHFR,PDGFRA,A549,0
SMO,TSC1,A549,0
BBC3,BNIP3L,A549,0
MDH2,ME1,A549,0
BCL2,TP53,A549,0
CHEK2,WEE1,A549,0
HDAC6,SMO,A549,0
MAP2K1,SMAD4,A549,0
HDAC6,PTEN,A549,0
FLT3,VHL,A549,0
APC,DHFR,A549,1
ABL1,VHL,A549,0
MSH6,SRC,A549,0
HK1,ME1,A549,0
ME1,PGK1,A549,0
ATP6V0E1,ATP6V0E2,A549,0
ATM,CDK4,A549,0
UBE2E3,UBE2L6,A549,0
